ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts
10,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/441o030e_1.3995_051o020e_-1.3995.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/441o030e_1.3995_051o020e_-1.3995.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/441o030e_1.3995_051o020e_-1.3995.wav,wav,
11,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/050c010s_0.20163_421c020s_-0.20163.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/050c010s_0.20163_421c020s_-0.20163.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/050c010s_0.20163_421c020s_-0.20163.wav,wav,
12,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/446c020q_0.77707_052a050x_-0.77707.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/446c020q_0.77707_052a050x_-0.77707.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/446c020q_0.77707_052a050x_-0.77707.wav,wav,
13,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/444o030z_1.4561_445c0202_-1.4561.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/444o030z_1.4561_445c0202_-1.4561.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/444o030z_1.4561_445c0202_-1.4561.wav,wav,
14,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/22hc010f_0.85424_420a010e_-0.85424.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/22hc010f_0.85424_420a010e_-0.85424.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/22hc010f_0.85424_420a010e_-0.85424.wav,wav,
15,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/446o0302_1.5394_421a010d_-1.5394.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/446o0302_1.5394_421a010d_-1.5394.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/446o0302_1.5394_421a010d_-1.5394.wav,wav,
16,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/053a050o_1.0213_441c020i_-1.0213.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/053a050o_1.0213_441c020i_-1.0213.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/053a050o_1.0213_441c020i_-1.0213.wav,wav,
17,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/440c020m_1.9692_442c020o_-1.9692.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/440c020m_1.9692_442c020o_-1.9692.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/440c020m_1.9692_442c020o_-1.9692.wav,wav,
18,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/442c020m_0.81659_421a010c_-0.81659.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/442c020m_0.81659_421a010c_-0.81659.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/442c020m_0.81659_421a010c_-0.81659.wav,wav,
19,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/444c0203_2.4753_445c020c_-2.4753.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/444c0203_2.4753_445c020c_-2.4753.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/444c0203_2.4753_445c020c_-2.4753.wav,wav,
20,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/447c0205_2.2338_441o0314_-2.2338.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/447c0205_2.2338_441o0314_-2.2338.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/447c0205_2.2338_441o0314_-2.2338.wav,wav,
21,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/052a050q_2.2908_446o0310_-2.2908.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/052a050q_2.2908_446o0310_-2.2908.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/052a050q_2.2908_446o0310_-2.2908.wav,wav,
22,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/443c020m_0.82352_423c020e_-0.82352.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/443c020m_0.82352_423c020e_-0.82352.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/443c020m_0.82352_423c020e_-0.82352.wav,wav,
23,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/22gc010j_1.5725_423c0204_-1.5725.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/22gc010j_1.5725_423c0204_-1.5725.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/22gc010j_1.5725_423c0204_-1.5725.wav,wav,
24,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/423o030d_0.059714_053o020f_-0.059714.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/423o030d_0.059714_053o020f_-0.059714.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/423o030d_0.059714_053o020f_-0.059714.wav,wav,
25,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/052o020z_1.5755_422c020r_-1.5755.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/052o020z_1.5755_422c020r_-1.5755.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/052o020z_1.5755_422c020r_-1.5755.wav,wav,
26,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/444o0301_2.2772_22go010e_-2.2772.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/444o0301_2.2772_22go010e_-2.2772.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/444o0301_2.2772_22go010e_-2.2772.wav,wav,
27,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/441c020b_0.071563_423a010k_-0.071563.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/441c020b_0.071563_423a010k_-0.071563.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/441c020b_0.071563_423a010k_-0.071563.wav,wav,
28,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/441c0201_1.3679_444c0212_-1.3679.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/441c0201_1.3679_444c0212_-1.3679.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/441c0201_1.3679_444c0212_-1.3679.wav,wav,
29,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/421c0202_1.6945_420o0304_-1.6945.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/421c0202_1.6945_420o0304_-1.6945.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/421c0202_1.6945_420o0304_-1.6945.wav,wav,
30,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/053o020r_0.21241_050a050n_-0.21241.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/053o020r_0.21241_050a050n_-0.21241.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/053o020r_0.21241_050a050n_-0.21241.wav,wav,
31,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/051o020y_1.0317_22ho010t_-1.0317.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/051o020y_1.0317_22ho010t_-1.0317.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/051o020y_1.0317_22ho010t_-1.0317.wav,wav,
32,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/445c0209_0.0057101_423c0207_-0.0057101.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/445c0209_0.0057101_423c0207_-0.0057101.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/445c0209_0.0057101_423c0207_-0.0057101.wav,wav,
33,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422c0206_0.83994_444o030u_-0.83994.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422c0206_0.83994_444o030u_-0.83994.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422c0206_0.83994_444o030u_-0.83994.wav,wav,
34,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/442o0312_0.0013429_440c0211_-0.0013429.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/442o0312_0.0013429_440c0211_-0.0013429.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/442o0312_0.0013429_440c0211_-0.0013429.wav,wav,
35,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/442o030e_2.455_444o030i_-2.455.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/442o030e_2.455_444o030i_-2.455.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/442o030e_2.455_444o030i_-2.455.wav,wav,
36,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/22ho0110_1.3474_421a010l_-1.3474.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/22ho0110_1.3474_421a010l_-1.3474.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/22ho0110_1.3474_421a010l_-1.3474.wav,wav,
37,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/420o030a_0.36105_445o030c_-0.36105.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/420o030a_0.36105_445o030c_-0.36105.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/420o030a_0.36105_445o030c_-0.36105.wav,wav,
38,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/051o0203_0.57693_22ha010m_-0.57693.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/051o0203_0.57693_22ha010m_-0.57693.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/051o0203_0.57693_22ha010m_-0.57693.wav,wav,
39,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/442c020m_2.4157_445o030j_-2.4157.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/442c020m_2.4157_445o030j_-2.4157.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/442c020m_2.4157_445o030j_-2.4157.wav,wav,
40,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/050a050a_2.2408_422o030n_-2.2408.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/050a050a_2.2408_422o030n_-2.2408.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/050a050a_2.2408_422o030n_-2.2408.wav,wav,
41,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/447o030v_1.7882_444o0310_-1.7882.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/447o030v_1.7882_444o0310_-1.7882.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/447o030v_1.7882_444o0310_-1.7882.wav,wav,
42,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/051c010u_0.23405_22ga010t_-0.23405.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/051c010u_0.23405_22ga010t_-0.23405.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/051c010u_0.23405_22ga010t_-0.23405.wav,wav,
43,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/446o0315_0.52691_447c020j_-0.52691.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/446o0315_0.52691_447c020j_-0.52691.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/446o0315_0.52691_447c020j_-0.52691.wav,wav,
44,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/442o0306_2.3923_053a0506_-2.3923.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/442o0306_2.3923_053a0506_-2.3923.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/442o0306_2.3923_053a0506_-2.3923.wav,wav,
45,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/423a010n_1.2546_441o030k_-1.2546.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/423a010n_1.2546_441o030k_-1.2546.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/423a010n_1.2546_441o030k_-1.2546.wav,wav,
46,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/051c010r_0.82037_053c010o_-0.82037.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/051c010r_0.82037_053c010o_-0.82037.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/051c010r_0.82037_053c010o_-0.82037.wav,wav,
47,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/443o030v_1.6269_441o030f_-1.6269.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/443o030v_1.6269_441o030f_-1.6269.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/443o030v_1.6269_441o030f_-1.6269.wav,wav,
48,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422c020p_1.5917_446o0313_-1.5917.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422c020p_1.5917_446o0313_-1.5917.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422c020p_1.5917_446o0313_-1.5917.wav,wav,
49,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/423a010k_1.3304_422o030l_-1.3304.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/423a010k_1.3304_422o030l_-1.3304.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/423a010k_1.3304_422o030l_-1.3304.wav,wav,
50,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/446c020t_1.0881_447o030h_-1.0881.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/446c020t_1.0881_447o030h_-1.0881.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/446c020t_1.0881_447o030h_-1.0881.wav,wav,
51,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/444o0307_0.49166_22ga0112_-0.49166.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/444o0307_0.49166_22ga0112_-0.49166.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/444o0307_0.49166_22ga0112_-0.49166.wav,wav,
52,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422c020o_1.8526_443o030l_-1.8526.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422c020o_1.8526_443o030l_-1.8526.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422c020o_1.8526_443o030l_-1.8526.wav,wav,
53,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422c0216_1.0278_423c020o_-1.0278.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422c0216_1.0278_423c020o_-1.0278.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422c0216_1.0278_423c020o_-1.0278.wav,wav,
54,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/22gc010u_0.15025_053c010a_-0.15025.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/22gc010u_0.15025_053c010a_-0.15025.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/22gc010u_0.15025_053c010a_-0.15025.wav,wav,
55,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422c0215_0.49701_445c0216_-0.49701.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422c0215_0.49701_445c0216_-0.49701.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422c0215_0.49701_445c0216_-0.49701.wav,wav,
56,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/440o0306_1.9192_050o0213_-1.9192.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/440o0306_1.9192_050o0213_-1.9192.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/440o0306_1.9192_050o0213_-1.9192.wav,wav,
57,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/22ho0109_2.3494_423o030r_-2.3494.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/22ho0109_2.3494_423o030r_-2.3494.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/22ho0109_2.3494_423o030r_-2.3494.wav,wav,
58,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/444c020j_1.2791_22gc010i_-1.2791.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/444c020j_1.2791_22gc010i_-1.2791.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/444c020j_1.2791_22gc010i_-1.2791.wav,wav,
59,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/440c0214_1.9647_053a050l_-1.9647.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/440c0214_1.9647_053a050l_-1.9647.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/440c0214_1.9647_053a050l_-1.9647.wav,wav,
60,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/051c010n_2.1656_050o020i_-2.1656.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/051c010n_2.1656_050o020i_-2.1656.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/051c010n_2.1656_050o020i_-2.1656.wav,wav,
61,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/421o030t_0.55769_447c020s_-0.55769.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/421o030t_0.55769_447c020s_-0.55769.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/421o030t_0.55769_447c020s_-0.55769.wav,wav,
62,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/053c010s_0.92157_422o030z_-0.92157.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/053c010s_0.92157_422o030z_-0.92157.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/053c010s_0.92157_422o030z_-0.92157.wav,wav,
63,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/422a010f_0.049072_440c020o_-0.049072.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/422a010f_0.049072_440c020o_-0.049072.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/422a010f_0.049072_440c020o_-0.049072.wav,wav,
64,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/mix/420a010m_1.9168_423o030j_-1.9168.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s1/420a010m_1.9168_423o030j_-1.9168.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/tt/s2/420a010m_1.9168_423o030j_-1.9168.wav,wav,
