ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts
53,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/20bc010n_0.90526_01jc020c_-0.90526.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/20bc010n_0.90526_01jc020c_-0.90526.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/20bc010n_0.90526_01jc020c_-0.90526.wav,wav,
54,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/01bo030g_0.5982_02ea010c_-0.5982.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/01bo030g_0.5982_02ea010c_-0.5982.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/01bo030g_0.5982_02ea010c_-0.5982.wav,wav,
55,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/20fo0104_0.11718_021o030x_-0.11718.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/20fo0104_0.11718_021o030x_-0.11718.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/20fo0104_0.11718_021o030x_-0.11718.wav,wav,
56,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/20ra010o_2.1383_01qo031d_-2.1383.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/20ra010o_2.1383_01qo031d_-2.1383.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/20ra010o_2.1383_01qo031d_-2.1383.wav,wav,
57,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/20ka010k_0.11308_027o030a_-0.11308.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/20ka010k_0.11308_027o030a_-0.11308.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/20ka010k_0.11308_027o030a_-0.11308.wav,wav,
58,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/01ec021a_1.0712_02ao0306_-1.0712.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/01ec021a_1.0712_02ao0306_-1.0712.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/01ec021a_1.0712_02ao0306_-1.0712.wav,wav,
59,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/40ec020y_1.4258_40cc0203_-1.4258.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/40ec020y_1.4258_40cc0203_-1.4258.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/40ec020y_1.4258_40cc0203_-1.4258.wav,wav,
60,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/40ba010k_1.1953_01dc020b_-1.1953.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/40ba010k_1.1953_01dc020b_-1.1953.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/40ba010k_1.1953_01dc020b_-1.1953.wav,wav,
61,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/40lc021f_1.0516_20ec010a_-1.0516.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/40lc021f_1.0516_20ec010a_-1.0516.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/40lc021f_1.0516_20ec010a_-1.0516.wav,wav,
62,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/01rc020e_0.8983_20lo0102_-0.8983.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/01rc020e_0.8983_20lo0102_-0.8983.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/01rc020e_0.8983_20lo0102_-0.8983.wav,wav,
63,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/024a010v_0.14892_02ca010r_-0.14892.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/024a010v_0.14892_02ca010r_-0.14892.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/024a010v_0.14892_02ca010r_-0.14892.wav,wav,
64,1.0,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/mix/01ka0105_0.064632_01oa0108_-0.064632.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s1/01ka0105_0.064632_01oa0108_-0.064632.wav,wav,,/engram/naplab/projects/corpus/wsj0mix/2speakers/wav8k/min/cv/s2/01ka0105_0.064632_01oa0108_-0.064632.wav,wav,
